Data;Hora (Local);Temp. Med. (C);Temp. Max. (C);Temp. Min. (C);Umi. Med. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Med. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Tend. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (graus);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/06/2023;000;14.7;14.8;14.6;94;94;94;13.8;13.8;13.7;-0.34;1023.71;1023.37;0;23;0;;0.0
01/06/2023;100;14.8;15;14.5;94.9;95;94;14;14.2;13.6;-0.68;1023.37;1022.69;0;23;0;;0.0
01/06/2023;200;14.4;14.6;14.1;95;95;95;13.6;13.8;13.3;-0.34;1022.69;1022.35;0;23;0;;0.0
01/06/2023;300;15;15.2;14.5;95.8;96;95;14.4;14.6;13.7;-0.34;1022.35;1022.01;0;23;0;;0.0
01/06/2023;400;14.6;15.1;14.5;96.7;97;96;14.1;14.6;13.9;0;1022.01;1021.67;0;23;0;;0.0
01/06/2023;500;14.1;14.6;13.6;96.7;97;96;13.6;14.2;13;0.68;1022.69;1022.01;0;23;0;;0.0
01/06/2023;600;13.5;13.7;13.1;96;96;96;12.9;13.1;12.5;0.34;1023.03;1022.35;0;23;0;;0.0
01/06/2023;700;14.6;16.3;13.5;97.2;98;96;14.2;15.9;12.9;0.34;1023.71;1022.69;0;23;0;;0.0
01/06/2023;800;17.9;19.5;16.3;96.2;98;92;17.3;18.2;15.9;0.68;1024.04;1023.37;0.3;23;3.2;;0.0
01/06/2023;900;21.1;22;19.5;86.6;92;84;18.8;19.3;18.1;0.34;1024.38;1024.04;1.5;23;6.4;;0.0
01/06/2023;1000;22.2;22.6;21.8;82.8;84;81;19.2;19.7;18.7;0;1024.72;1024.38;4.3;23;11.3;;0.0
01/06/2023;1100;22.8;23.4;22.2;79.3;81;77;19;19.6;18.6;-0.68;1024.38;1023.71;6;23;11.3;;0.0
01/06/2023;1200;23;23.4;22.7;77.6;79;76;18.9;19.4;18.6;-0.68;1023.71;1023.03;6.5;23;12.9;;0.0
01/06/2023;1300;23.3;23.6;22.9;76.9;78;76;19;19.2;18.6;-0.34;1023.03;1022.69;5;23;11.3;;0.0
01/06/2023;1400;23.4;23.7;23.1;76.7;78;75;19.1;19.4;18.8;-0.34;1022.69;1022.35;4;23;9.7;;0.0
01/06/2023;1500;23.1;23.4;22.7;78.5;80;77;19.1;19.4;18.9;0.34;1022.69;1022.35;3.5;23;9.7;;0.0
01/06/2023;1600;22.3;22.9;21.5;81.1;84;80;18.9;19.3;18.6;0.34;1023.03;1022.69;2.1;23;8;;0.0
01/06/2023;1700;20.9;22.5;19.2;84.3;88;82;18.1;19.3;17.1;0;1023.03;1023.03;0;23;1.6;;0.0
01/06/2023;1800;18.1;19.2;17.4;90.4;92;88;16.5;17.2;16.1;0.68;1023.71;1023.03;0;23;0;;0.0
